AAL,AAL600,JHU,N=850,N=1000,N=5000
0.543171349,0.449826184,,0.567292079,0.494307316,0.570087416
0.507213876,0.509494412,,0.507434894,0.376990404,0.478416108
0.485817105,0.454373121,,0.570394271,0.571771087,0.502501
0.585561253,0.559933575,,0.568483574,0.402595873,0.551321938
0.535400641,0.494712873,,0.523158111,0.499800398,0.52752922
0.54608751,0.541960732,,0.523523607,0.545053253,0.538492431
0.493629788,0.412630106,,0.497675579,0.490960672,0.510834373
0.568151241,0.451366563,,0.506256651,0.54676431,0.499175155
0.524346214,0.55437463,,0.501391803,0.512688007,0.540059928
0.510474267,0.56823662,,0.587035902,0.532512611,0.510467604
,0.495589714,,0.524954272,0.506953685,0.575183196
,0.56008934,,0.467634542,0.496350057,0.5069022
,0.521400724,,0.453149778,0.520421716,0.461764522
,0.532362347,,0.50080622,0.472204535,0.513495754
,0.54300246,,0.537363808,0.473742952,0.553730307
,0.529716756,,0.532261573,0.487187178,0.490123382
,0.546762034,,0.446082443,0.502961075,0.467653005
,0.499765952,,0.585164432,0.458449133,0.554834558
,0.585018506,,0.447425388,0.539543297,0.456594863
,0.560190688,,0.547608514,0.532517938,0.52864491
,0.544222472,,0.460099774,0.533459437,0.489299166
,0.569379669,,0.440974612,0.539166842,0.479355862
,0.493975846,,0.533382967,0.61396381,0.540373723
,0.570676565,,0.424988549,0.487324954,0.419887996
,0.536162028,,0.509908636,0.420383208,0.561408445
,0.55337473,,0.471637004,0.499585251,0.541956077
,0.525674189,,0.552926391,0.515817634,0.529297098
,0.535487712,,0.486276923,0.524834748,0.51753345
,0.565211623,,0.524192299,0.611488035,0.496317334
,0.432267011,,0.445823671,0.496598486,0.505593145
,0.527693955,,0.45699161,0.528230225,0.448078922
,0.485796223,,0.494070799,0.482043227,0.553540853
,0.563151969,,0.472158421,0.535214849,0.396614246
,0.521685292,,0.524002384,0.373694614,0.561142904
,0.500480402,,0.546547296,0.56884545,0.539215372
,0.468284926,,0.54500642,0.505845469,0.570592601
,0.591192915,,0.541647203,0.413882599,0.628906289
,0.524060316,,0.568793391,0.537422046,0.606715906
,0.566168703,,0.543480929,0.490951549,0.421989615
,0.54291667,,0.493944066,0.530889328,0.554284926
,0.512892226,,0.493834959,0.418195859,0.424936087
,0.499780805,,0.566878443,0.417246297,0.585539656
,0.52317433,,0.562907556,0.533751415,0.501364467
,0.51149145,,0.535992556,0.503151655,0.480355096
,0.443540121,,0.5210445,0.567510118,0.53865258
,0.568164409,,0.535623308,0.447940069,0.469978278
,0.525798619,,0.538503373,0.530456502,0.565752941
,0.512587598,,0.445747419,0.442254889,0.522763208
,0.547468966,,0.56608249,0.550592979,0.619332184
,0.527728846,,0.545094145,0.575707433,0.582337608
,0.518896669,,0.594483397,0.527554711,0.486303387
,0.549176309,,0.522875346,0.51334201,0.489575488
,0.559608382,,0.571831894,0.544391822,0.556353882
,0.510087772,,0.445264072,0.518108592,0.542216558
,0.631872889,,0.55038816,0.497328007,0.477636817
,0.613126821,,0.458405286,0.560575729,0.561087863
,0.73318883,,0.496850761,0.513856612,0.515608905
,0.683279707,,0.413636907,0.510491663,0.506560688
,0.541721457,,0.45142938,0.547697915,0.5375046
,0.59417652,,0.556331931,0.516645814,0.45516143
,0.573065006,,0.530065899,0.517854174,0.561597197
,0.614503334,,0.488320632,0.481078947,0.47544218
,0.605306652,,0.44014263,0.451187618,0.470419992
,0.628696532,,0.409446329,0.503139965,0.51114996
,0.609994007,,0.588423365,0.484685841,0.496113773
,0.597072981,,0.526585615,0.505501997,0.573715201
,0.57188341,,0.541850456,0.49556558,0.513279853
,0.670765596,,0.450041221,0.493785158,0.504360644
,0.659066349,,0.553466543,0.484981226,0.541149255
,0.614533105,,0.532558312,0.515956193,0.561614596
,0.429413579,,0.459345365,0.488465053,0.5559463
,0.427913253,,0.540562755,0.527133041,0.502254503
,0.516836209,,0.555092686,0.535305821,0.494264908
,0.570067069,,0.566584674,0.544854344,0.514771104
,0.571178394,,0.391166021,0.45713191,0.502239279
,0.597445285,,0.552305735,0.543128099,0.497935917
,0.543923722,,0.502464698,0.492972122,0.572700191
,0.586029169,,0.530819627,0.496020879,0.528910538
,0.565861525,,0.440468167,0.465363616,0.535041666
,0.59072579,,0.548222351,0.466539549,0.485947847
,0.562191125,,0.52089987,0.611530968,0.535444294
,0.601191726,,0.502606382,0.488456618,0.528284536
,0.639756759,,0.471160143,0.465979993,0.530892172
,0.525156015,,0.413045613,0.411450111,0.487825688
,0.593322591,,0.581949887,0.528199017,0.48410119
,0.59305193,,0.505522752,0.517457093,0.510710562
,0.629617473,,0.464828283,0.542877731,0.451959472
,0.608327363,,0.403721767,0.555854615,0.556707176
,0.644561292,,0.554311555,0.564943054,0.492046402
,0.619029856,,0.534780342,0.403749754,0.465584185
,0.548443355,,0.524421028,0.507855859,0.571444298
,0.666983652,,0.488733518,0.501101148,0.447312075
,0.563684244,,0.558439472,0.48222274,0.54470963
,0.684810847,,0.483624341,0.479347159,0.427740341
,0.610601566,,0.473660545,0.498274617,0.535681141
,0.655841203,,0.40368988,0.508072222,0.470191196
,0.660446778,,0.445398921,0.518442726,0.55214689
,0.684442002,,0.397584282,0.472126143,0.644707816
,0.613257327,,0.571715466,0.42706298,0.492234689
,0.514787783,,0.512966384,0.522507235,0.490478625
,0.4729133,,0.518128296,0.473788491,0.443110214
,0.617924302,,0.506980887,0.469512897,0.491617902
,0.667380682,,0.524595428,0.465249185,0.440498503
,0.642440387,,0.447772819,0.466425446,0.566514705
,0.463009282,,0.452810402,0.537866804,0.531135144
,0.486578169,,0.554850882,0.481848515,0.562626407
,0.482256256,,0.551168626,0.549861626,0.584844685
,0.46323785,,0.545487542,0.479114504,0.557124269
,0.528905992,,0.568112366,0.457826783,0.544385798
,0.517091069,,0.50552777,0.402519837,0.497662912
,0.543114805,,0.556367415,0.519278212,0.51599196
,0.517345206,,0.444424887,0.547858344,0.436957664
,0.517352942,,0.478448939,0.410504225,0.491459235
,0.489313752,,0.518166753,0.500774295,0.467228721
,0.465140336,,0.524436364,0.527399729,0.437905209
,0.468693979,,0.543117036,0.507160089,0.572059236
,0.482982307,,0.556914511,0.482753092,0.575444041
,0.511417337,,0.519761733,0.487894692,0.511906903
,0.561165289,,0.537156232,0.517750025,0.464446936
,0.52317433,,0.471094709,0.550764763,0.507600433
,0.549503545,,0.546982537,0.511032463,0.545928606
,0.575905583,,0.426362761,0.463903433,0.524681107
,0.513029688,,0.395829512,0.610710081,0.503362666
,0.464657602,,0.469199827,0.5517803,0.501282204
,0.522188225,,0.521038815,0.487781373,0.460824791
,0.630791237,,0.577874029,0.482241119,0.466590448
,0.571849547,,0.589984737,0.463562449,0.506115262
,0.486379401,,0.540881148,0.507276164,0.539322885
,0.598747469,,0.49291427,0.429191888,0.564587981
,0.665485926,,0.463570685,0.532855501,0.548998759
,0.564146259,,0.558564394,0.522079774,0.468833501
,0.593134352,,0.477978011,0.571509888,0.455202148
,0.655848201,,0.473977612,0.53522322,0.505652106
,0.592707006,,0.497912468,0.47908149,0.546102974
,0.615913122,,0.471322792,0.496379202,0.524071696
,0.558223314,,0.506090497,0.478108608,0.497982014
,0.607086164,,0.510192224,0.574309289,0.466501868
,0.670343012,,0.54017198,0.567086525,0.548108303
,0.64589866,,0.503744765,0.462213312,0.512919818
,0.574194165,,0.570291779,0.53232039,0.496076196
,0.564792697,,0.542033748,0.417537279,0.455247698
,0.645600835,,0.469322508,0.498472817,0.514526107
,0.547222386,,0.492899284,0.473856459,0.537270264
,0.567164828,,0.451797156,0.46298027,0.476410883
,0.491966525,,0.526724133,0.543581192,0.509824725
,0.603755112,,0.473361737,0.572586765,0.539778423
,0.586137149,,0.478505025,0.424295569,0.462469554
,0.547012883,,0.514401226,0.479586905,0.474965376
,0.484408299,,0.523166592,0.439258536,0.582951295
,0.503863472,,0.589084508,0.485853472,0.505137658
,0.460105077,,0.557025671,0.513904777,0.553952668
,0.575607631,,0.489468962,0.414890022,0.529841139
,0.55560914,,0.441304658,0.509238386,0.472325298
,0.485120056,,0.504881032,0.508130688,0.502693812
,0.45480557,,0.432848391,0.522256447,0.507663174
,0.496939253,,0.533135675,0.466144146,0.615890688
,0.510358812,,0.481972225,0.496124099,0.597545871
,0.512807758,,0.542008575,0.44347506,0.562307457
,0.530506985,,0.492349109,0.522604459,0.516039428
,0.515513494,,0.496250025,0.542253305,0.529929122
,0.497485462,,0.547075958,0.475148628,0.527844623
,0.488156701,,0.545421094,0.459912948,0.532921719
,0.47305254,,0.509614409,0.420229066,0.445328775
,0.505954192,,0.488998058,0.553530262,0.411991004
,0.557714791,,0.539399105,0.545238069,0.52959363
,0.533214828,,0.496981509,0.499672723,0.589170924
,0.546973545,,0.545810581,0.563729711,0.409373586
,0.509140793,,0.49253992,0.489064479,0.532745313
,0.566440759,,0.48298621,0.521847995,0.548742211
,0.516971688,,0.522942679,0.467915436,0.528071778
,0.563119231,,0.466597991,0.46865861,0.532112778
,0.556731248,,0.523183196,0.499931926,0.394355779
,0.506359026,,0.586925283,0.548824781,0.473493739
,0.569448358,,0.494778555,0.478731261,0.460156395
,0.560570841,,0.581915291,0.552764599,0.604000551
,0.568260886,,0.522308243,0.546936487,0.573065006
,0.540995272,,0.513889115,0.418449698,0.549288291
,0.590690126,,0.547711826,0.532043289,0.471195477
,0.610954939,,0.436786448,0.533604249,0.472872717
,0.565661062,,0.480514672,0.48431687,0.531331478
,0.59293631,,0.510472496,0.537531318,0.572623463
,0.495173797,,0.498768346,0.522929787,0.519312599
,0.584681382,,0.591334982,0.552757126,0.523449771
,0.516268755,,0.551921648,0.488414478,0.57297797
,0.520870876,,0.487396663,0.549705138,0.404104748
,0.426394032,,0.524582676,0.52163746,0.53925904
,0.545111975,,0.46455331,0.462169871,0.50869562
,0.421724511,,0.550144011,0.553869443,0.559075613
,0.46485018,,0.433687549,0.539385442,0.502605867
,0.521556848,,0.533565646,0.540499326,0.555105792
,0.525584466,,0.584131226,0.458604786,0.427061365
,0.606065935,,0.519424781,0.460354524,0.517751142
,0.501741793,,0.432618153,0.534128497,0.516390129
,0.549503545,,0.472719208,0.531827643,0.51997483
,0.469059181,,0.512335949,0.475536244,0.584868013
,0.477569358,,0.521169812,0.501248316,0.438815004
,0.532353015,,0.466989271,0.532040332,0.524557513
,0.515973087,,0.597894659,0.486456013,0.545538877
,0.613979602,,0.496959731,0.51887379,0.557102019
,0.580198778,,0.479701083,0.530719271,0.504624288
,0.520043581,,0.511546749,0.515921605,0.457429465
,0.40743431,,0.572600134,0.503453053,0.524728569
,0.448434906,,0.457323617,0.565359365,0.503832511
,0.571760622,,0.480987043,0.580545484,0.499087486
,0.600877483,,0.491912764,0.567363835,0.448333632
,0.57163096,,0.481913981,0.556902147,0.503818349
,0.469262038,,0.526543059,0.443909129,0.535814112
,0.485065342,,0.573199902,0.522566053,0.454440554
,0.474237956,,0.485139034,0.54483049,0.483409155
,0.44592521,,0.519386573,0.477276776,0.51534903
,0.494313048,,0.428165836,0.558637291,0.40936333
,0.416093839,,0.527100507,0.498797905,0.561719906
,0.458337836,,0.491097858,0.442885774,0.472132169
,0.509137445,,0.546228863,0.418944491,0.456480849
,0.504836863,,0.401510337,0.568868447,0.460156395
,0.486944159,,0.45359348,0.510436089,0.510020255
,0.511035942,,0.52652951,0.498800308,0.560357869
,0.378826394,,0.517886158,0.443807714,0.570982486
,0.512172362,,0.509771752,0.445702795,0.477152108
,0.485479764,,0.498901262,0.396018931,0.504662436
,0.53805573,,0.460345626,0.513996393,0.52989536
,0.454650177,,0.53668738,0.486898786,0.543797137
,0.469796704,,0.489704716,0.569016164,0.502051974
,0.475547144,,0.363426135,0.575835426,0.44837255
,0.539630777,,0.496634499,0.49428561,0.520574169
,0.523062297,,0.502842015,0.507084193,0.556340393
,0.466639292,,0.527574027,0.512966213,0.448198425
,0.509030523,,0.420567239,0.443790411,0.482104744
,0.560769901,,0.484897728,0.478951425,0.487853035
,0.581250695,,0.50376866,0.53746498,0.370415172
,0.613306599,,0.529418357,0.444012589,0.495837427
,0.583795681,,0.558077697,0.482924638,0.537163628
,0.439498215,,0.55875514,0.492596159,0.485573811
,0.566092124,,0.505136319,0.53653931,0.581620378
,0.517240543,,0.480137594,0.548325241,0.500048226
,0.607409507,,0.500620317,0.509780457,0.477383828
,0.590288977,,0.515408232,0.506147856,0.490300006
,0.545591124,,0.536709998,0.500957269,0.443499704
,0.453252325,,0.558686843,0.485949897,0.5353323
,0.493922505,,0.487114488,0.542481812,0.499294639
,0.485826796,,0.459142217,0.434475819,0.435861143
,0.460292825,,0.570610071,0.545539501,0.53067007
,0.433006998,,0.536146649,0.505861289,0.49151452
,0.537626198,,0.46598297,0.515778293,0.50735361
,0.529384086,,0.471039636,0.514741131,0.458139672
,0.542995541,,0.4955155,0.547449466,0.506669946
,0.485447407,,0.574086906,0.555239116,0.442786333
,0.471272483,,0.505125163,0.557032307,0.581164839
,0.519760931,,0.47662669,0.488381661,0.520255386
,0.474018615,,0.559756413,0.497486113,0.60643949
,0.484823625,,0.499749229,0.534437662,0.524658058
,0.468382565,,0.569497872,0.525726844,0.442718083
,0.53090239,,0.522310229,0.503186739,0.515684885
,0.53204056,,0.477776865,0.520149919,0.525488725
,0.528978851,,0.512396926,0.503489419,0.526448258
,0.4730671,,0.35737655,0.467385092,0.530316795
,0.576153709,,0.523366508,0.559929663,0.572936176
,0.537157213,,0.433000145,0.532159637,0.458890637
,0.507145374,,0.40050132,0.485575062,0.489315697
,0.539033006,,0.441645265,0.479523648,0.558420619
,0.478880345,,0.542493089,0.500410899,0.489471322
,0.539820347,,0.492581626,0.548844162,0.477346518
,0.547607491,,0.53393019,0.506021728,0.458145082
,0.553097835,,0.567211976,0.509460993,0.509655019
,0.515735094,,0.531046798,0.468017823,0.52944679
,0.517116964,,0.499360529,0.495623525,0.540654976
,0.505125007,,0.497277819,0.537290821,0.490467643
,0.505934912,,0.516890632,0.524382606,0.496280845
,0.568938337,,0.461456223,0.541152236,0.524425573
,0.51362367,,0.508600909,0.567759879,0.491072453
,0.53899809,,0.404512893,0.524441132,0.521088795
,0.592663803,,0.509892115,0.562594684,0.491509037
,0.529001687,,0.470694486,0.54015783,0.479725443
,0.524665849,,0.503029455,0.453697774,0.527637548
,0.547267847,,0.527808968,0.499058549,0.511864024
,0.530927054,,0.433435828,0.535967854,0.506828497
,0.510386726,,0.398112407,0.451857731,0.509423265
,0.475039181,,0.43982567,0.513866622,0.57464431
,0.547939978,,0.519600819,0.540704988,0.450349535
,0.526000144,,0.559678948,0.496323068,0.511884195
,0.506098333,,0.497623623,0.552793225,0.471292007
,0.464282701,,0.476683657,0.521730091,0.593532745
,0.521663084,,0.552111683,0.509915143,0.478306001
,0.586791924,,0.492515841,0.506666035,0.541106977
,0.641729603,,0.486201153,0.502889755,0.527637548
,0.576473944,,0.466942919,0.596812322,0.493807616
,0.511531322,,0.551731976,0.506607062,0.485558698
,0.525834373,,0.506472272,0.546043607,0.469558667
,0.499934177,,0.532455301,0.45736903,0.564164612
,0.494975023,,0.470269691,0.491313183,0.468872016
,0.513539246,,0.472422247,0.451344837,0.517147473
,0.526396786,,0.510913787,0.461905222,0.50503095
,0.530812548,,0.49022455,0.489107995,0.513215413
,0.469334791,,0.480883533,0.503513191,0.604601432
,0.472458451,,0.471445119,0.519651864,0.419307076
,0.526268231,,0.530663505,0.523825437,0.558353052
,0.561185078,,0.50406859,0.488796991,0.520937734
,0.530711141,,0.450170032,0.463380915,0.470607493
,0.505228469,,0.579837756,0.458675332,0.479468256
,0.529001687,,0.542300906,0.530983474,0.491048622
,0.465105321,,0.585538028,0.520411813,0.601310755
,0.48540348,,0.390732276,0.486341148,0.491998493
,0.524145196,,0.50531433,0.49028059,0.548738501
,0.420464556,,0.483983363,0.519139969,0.426279972
,0.525696806,,0.571281655,0.573120789,0.446334304
,0.522227606,,0.57967507,0.456629388,0.512679014
,0.51390295,,0.481274807,0.539602731,0.526124152
,0.576267013,,0.513844688,0.495551161,0.480482897
,0.509052425,,0.559692113,0.540005768,0.54877057
,0.515999171,,0.470857333,0.524811971,0.464332678
,0.506618047,,0.489884964,0.452171572,0.53925904
,0.524775657,,0.487319356,0.461897161,0.490789766
,0.526811521,,0.574794174,0.537076477,0.497194302
,0.419896517,,0.500340776,0.449209061,0.475114843
,0.555509101,,0.536845102,0.56208856,0.502012192
,0.585864455,,0.495051676,0.55955301,0.497841823
,0.54470963,,0.462688749,0.502428273,0.455726979
,0.546520044,,0.467194678,0.501593463,0.50056514
,0.511123785,,0.567127946,0.574185338,0.558182795
,0.525120827,,0.497183469,0.54935862,0.557197718
,0.60812934,,0.512627346,0.520289976,0.554678976
,0.588329144,,0.450921824,0.576496696,0.490291211
,0.483293467,,0.526547741,0.562540841,0.545725224
,0.494264908,,0.485592153,0.490900176,0.501201681
,0.514678028,,0.51916071,0.472159088,0.492838304
,0.381103684,,0.524835501,0.485163151,0.528866042
,0.45975902,,0.587877987,0.465935486,0.515461673
,0.471341009,,0.43314587,0.490233051,0.425547013
,0.532355353,,0.498005019,0.495508458,0.574792432
,0.531623997,,0.488259563,0.488145441,0.486122536
,0.522800811,,0.499796142,0.592282374,0.503085551
,0.535563484,,0.507822077,0.439081141,0.549558179
,0.452168272,,0.624188877,0.351031589,0.563609249
,0.482626415,,0.494856396,0.545941891,0.568305273
,0.538585543,,0.493784514,0.513014769,0.529650041
,0.629619422,,0.484092091,0.530471667,0.532577453
,0.563809225,,0.513426407,0.459336366,0.496893211
,0.640532214,,0.469410324,0.446996482,0.558699995
,0.560769901,,0.485463171,0.52224445,0.4289159
,0.604902786,,0.496983777,0.520442761,0.474681468
,0.528087872,,0.517505987,0.459896996,0.567478564
,0.479109401,,0.509918852,0.531224554,0.513920426
,0.577925313,,0.520827932,0.512294292,0.472790697
,0.595938199,,0.451191172,0.594989592,0.522972647
,0.541946698,,0.50995302,0.532903907,0.446390594
,0.556205126,,0.478978717,0.506019388,0.561341248
,0.433958641,,0.554217425,0.502822946,0.539906722
,0.558372043,,0.521754888,0.441437583,0.513991197
,0.537623545,,0.480531134,0.536013837,0.460407738
,0.406465346,,0.51388195,0.49739634,0.506332618
,0.558839581,,0.553785837,0.514787131,0.533196308
,0.490138169,,0.566633944,0.502505937,0.580244059
,0.491345425,,0.519393573,0.495679737,0.528978851
,0.373130544,,0.523633373,0.486500691,0.519054685
,0.551354256,,0.522308816,0.51125933,0.442796513
,0.514453044,,0.505983603,0.507287408,0.526187604
,0.509495317,,0.415578098,0.460208702,0.460753997
,0.507688587,,0.530621371,0.567966217,0.496824002
,0.527733402,,0.533277327,0.42442067,0.519286244
,0.618716578,,0.544345992,0.528157688,0.548545827
,0.516589101,,0.517795461,0.512384649,0.55782357
,0.521333752,,0.53422204,0.442664719,0.544978517
,0.580838087,,0.593034758,0.554763058,0.59808838
,0.568773375,,0.5183098,0.552988489,0.58441662
,0.595270237,,0.465635029,0.549129814,0.506257319
,0.610337694,,0.496628673,0.53248626,0.565572307
,0.53479781,,0.560220732,0.483165636,0.472088674
,0.50973752,,0.54911347,0.504159653,0.436022987
,0.539940954,,0.503011007,0.506387897,0.544648022
,0.620518916,,0.410431434,0.493856555,0.472872717
,0.507219194,,0.447068115,0.481615227,0.541203535
,0.594276369,,0.505261045,0.484683786,0.475701471
,0.664333351,,0.503647099,0.523525734,0.494212917
,0.656797239,,0.514791347,0.473709533,0.530709989
,0.55604696,,0.450188174,0.566284229,0.564621787
,0.510362847,,0.497098019,0.472837568,0.536687672
,0.529932217,,0.526218244,0.451823598,0.526706492
,0.554915432,,0.510005163,0.488566084,0.500186764
,0.544521263,,0.538586901,0.531794988,0.503745551
,0.516627577,,0.343518171,0.48890569,0.532252915
,0.555390472,,0.497767796,0.515597802,0.511219689
,0.547257043,,0.480753971,0.539836235,0.492778647
,0.500841678,,0.388364357,0.516353572,0.507663174
,0.529196287,,0.548895106,0.554462785,0.37918225
,0.549792184,,0.453229705,0.524337383,0.5103522
,0.56861908,,0.363573373,0.583882177,0.484537067
,0.564146259,,0.380199634,0.52663222,0.524451778
,0.505114842,,0.496393793,0.508086268,0.584393583
,0.534810937,,0.618988324,0.467011013,0.438582797
,0.569560483,,0.482495698,0.506318265,0.364260465
,0.552681889,,0.489599356,0.523096583,0.509067044
,0.562438438,,0.538040508,0.532972032,0.558713102
,0.555909014,,0.459270701,0.485140418,0.479523648
,0.588188402,,0.443549481,0.510552435,0.500039171
,0.603884087,,0.560701589,0.459453726,0.541148164
,0.621940506,,0.476424003,0.476933209,0.491029654
,0.61269304,,0.51434099,0.493943636,0.552097465
