RID-SubID,Node,Permutation,charPath,Clust,Degree,Small Worldness,Norm Char Path,Norm Clust
278,150,5,1.461565996,0.756809269,82.25333333,1.072949493,1.286307838,1.380143342
278,500,1,1.810436874,0.634304409,140.092,1.572373488,1.439788454,2.263885193
278,500,2,1.815398798,0.627964829,137.176,1.59217999,1.437589951,2.288901953
278,500,3,1.786845691,0.63713847,141.072,1.586896218,1.423031404,2.258203153
278,500,4,1.837106212,0.629702297,134.808,1.611134446,1.44963222,2.335552405
278,500,5,1.824184369,0.632627664,137.316,1.594319342,1.444846549,2.303546798
278,600,1,1.819855314,0.618815945,157.19,1.641687516,1.438789753,2.362043177
278,600,2,1.835130774,0.61978832,154.39,1.66607344,1.445710483,2.408659837
278,600,3,1.81229271,0.630635332,159.7566667,1.647756864,1.437399301,2.368484564
278,600,4,1.834301614,0.615240695,150.9333333,1.700128978,1.438564276,2.445744812
278,600,5,1.818213689,0.620666749,152.59,1.707796967,1.429049983,2.440527227
278,850,1,1.912561491,0.591398436,174.0305882,1.974559814,1.462861518,2.888507566
278,850,2,1.90601261,0.591211685,183.1105882,1.864123282,1.472223841,2.744406739
278,850,3,1.928810365,0.58948943,170.3482353,2.002091719,1.469174357,2.941421813
278,850,4,1.923868912,0.585596639,169.1341176,2.011092424,1.463370342,2.942973008
278,850,5,1.928211737,0.590173155,169.9364706,2.010841639,1.46802656,2.951968933
278,1000,1,1.983225225,0.587006376,183.248,2.141217119,1.496038838,3.20334397
278,1000,2,2.009343343,0.587817343,168.16,2.34485366,1.49074703,3.495583629
278,1000,3,1.960016016,0.589082457,181.048,2.205767478,1.475103958,3.253736338
278,1000,4,1.982590591,0.575790975,174.996,2.219679274,1.482335483,3.290309349
278,1000,5,1.952628629,0.584804749,182.456,2.177827136,1.471734046,3.205182341
278,1500,1,2.075060707,0.561021011,206.404,2.695977928,1.512293006,4.077108565
278,1500,2,2.095259062,0.564755855,196.1853333,2.854958613,1.512466093,4.318028098
278,1500,3,2.086958417,0.559382582,191.7066667,2.918134236,1.499884154,4.376863298
278,1500,4,2.082960196,0.55895631,204.588,2.704104955,1.515533085,4.098160525
278,1500,5,2.063447632,0.558777466,203.88,2.740063642,1.500357897,4.111076122
278,2000,1,2.186407704,0.543967003,221.175,3.167312243,1.55301495,4.918883264
278,2000,2,2.179375188,0.549799587,211.478,3.386992134,1.535164866,5.199591324
278,2000,3,2.156250625,0.548268268,215.695,3.334741452,1.524476946,5.083736465
278,2000,4,2.145473237,0.54297027,222.917,3.192012987,1.526153466,4.871501683
278,2000,5,2.187181591,0.549028773,214.455,3.314733752,1.544686226,5.120223571
278,2500,1,2.360902441,0.530982616,216.696,3.774522038,1.622958635,6.125893135
278,2500,2,2.36584906,0.536540467,212.6504,3.892102421,1.620660425,6.307776365
278,2500,3,2.341482193,0.538662216,212.7416,3.94614923,1.604096888,6.330005697
278,2500,4,2.347417047,0.539859319,216.1136,3.87200771,1.612880905,6.245087298
278,2500,5,2.373689636,0.529932325,214.9528,3.782828462,1.62929853,6.16335685
278,3000,1,2.317038568,0.530860393,239.284,4.19851599,1.58522936,6.655610816
278,3000,2,2.314821607,0.53278612,228.2866667,4.459268473,1.570109677,7.001540582
278,3000,3,2.293309548,0.530280522,240.0573333,4.22118785,1.569919098,6.626923422
278,3000,4,2.335294876,0.531444184,235.8993333,4.241139813,1.593564368,6.758529288
278,3000,5,2.328920751,0.534920499,234.1806667,4.317760164,1.58708776,6.852664307
278,4000,1,2.50824081,0.518402837,241.815,5.166705814,1.659703042,8.575197358
278,4000,2,2.491407727,0.522665436,240.2035,5.286009231,1.646556069,8.703710581
278,4000,3,2.514597274,0.524414548,237.414,5.327883343,1.658340434,8.835444377
278,4000,4,2.506743061,0.52200038,241.586,5.211503654,1.658425629,8.642891224
278,4000,5,2.537144911,0.522051462,237.896,5.24414442,1.673830684,8.777809841
278,5000,1,2.585209362,0.513274001,253.6372,6.02169117,1.680303928,10.11827132
278,5000,2,2.576823285,0.517578652,250.1116,6.193487736,1.670618334,10.34695416
278,5000,3,2.677283937,0.511405326,251.5372,5.850583769,1.73753606,10.16560027
278,5000,4,2.63239832,0.513101042,245.8448,6.133707722,1.701330928,10.43546665
278,5000,5,2.490076655,0.519749273,262.8468,6.069700824,1.628898094,9.886924107
